,scenario,run,acc,f1_score,auroc
361,syn_wal_42_to_dp_wal_42,1,0.2750,0.2067,0.6967
362,syn_wal_42_to_dp_wal_42,2,0.3750,0.3252,0.7042
363,syn_wal_42_to_dp_wal_42,3,0.3000,0.3008,0.6650
364,syn_wal_42_to_dp_wal_42,4,0.3250,0.2685,0.6783
365,syn_wal_42_to_dp_wal_42,5,0.3000,0.2701,0.6779
366,syn_wal_42_to_dp_wal_42,6,0.3000,0.2519,0.6942
367,syn_wal_42_to_dp_wal_42,7,0.3000,0.2538,0.6717
368,syn_wal_42_to_dp_wal_42,8,0.3000,0.2446,0.7004
369,syn_wal_42_to_dp_wal_42,9,0.3750,0.3295,0.7208
370,syn_wal_43_to_dp_wal_43,0,0.5250,0.4609,0.6342
371,syn_wal_43_to_dp_wal_43,1,0.3250,0.3375,0.7175
372,syn_wal_43_to_dp_wal_43,2,0.5000,0.4473,0.6408
373,syn_wal_43_to_dp_wal_43,3,0.3250,0.3232,0.6458
374,syn_wal_43_to_dp_wal_43,4,0.3750,0.3426,0.6750
